7,74
7,75
7,76
7,77
7,78
7,79
7,80
7,81
7,82
8,54
8,56
8,57
8,58
8,59
8,60
8,61
8,62
8,63
8,64
8,65
8,66
8,71
8,72
8,73
8,74
8,75
8,76
8,77
8,78
8,79
8,80
8,81
8,82
8,83
9,51
9,52
9,53
9,54
9,55
9,56
9,57
9,58
9,59
9,60
9,61
9,62
9,63
9,64
9,65
9,66
9,67
9,68
9,69
9,70
9,71
9,72
9,73
9,74
9,75
9,76
9,77
9,78
9,79
9,80
9,81
9,82
9,83
9,84
9,87
9,88
9,89
10,50
10,51
10,52
10,55
10,56
10,57
10,58
10,59
10,60
10,61
10,62
10,63
10,64
10,65
10,66
10,67
10,68
10,69
10,70
10,71
10,72
10,73
10,74
10,75
10,76
10,77
10,78
10,79
10,80
10,81
10,82
10,83
10,85
10,86
10,87
10,88
10,122
10,123
10,140
11,49
11,50
11,51
11,52
11,54
11,56
11,57
11,58
11,59
11,60
11,61
11,62
11,63
11,64
11,65
11,66
11,67
11,68
11,69
11,70
11,71
11,72
11,73
11,74
11,75
11,76
11,77
11,78
11,79
11,80
11,81
11,82
11,83
11,84
11,85
11,86
11,87
11,103
11,104
11,105
11,106
11,107
11,118
11,120
11,121
11,122
11,123
11,139
11,140
11,141
12,49
12,50
12,51
12,52
12,53
12,55
12,56
12,57
12,58
12,59
12,60
12,64
12,65
12,66
12,67
12,68
12,69
12,70
12,71
12,72
12,73
12,74
12,75
12,76
12,77
12,78
12,79
12,80
12,81
12,82
12,83
12,84
12,85
12,101
12,102
12,103
12,104
12,105
12,106
12,131
12,132
12,140
12,141
12,142
13,42
13,46
13,47
13,48
13,49
13,50
13,51
13,52
13,54
13,55
13,56
13,57
13,58
13,59
13,61
13,62
13,63
13,64
13,65
13,66
13,67
13,68
13,69
13,70
13,71
13,72
13,73
13,74
13,75
13,76
13,77
13,78
13,79
13,80
13,81
13,82
13,83
13,84
13,101
13,102
13,103
13,104
13,105
13,142
13,143
13,144
13,145
14,40
14,41
14,42
14,53
14,54
14,55
14,56
14,57
14,61
14,62
14,63
14,64
14,65
14,66
14,67
14,68
14,69
14,70
14,71
14,72
14,73
14,74
14,75
14,76
14,77
14,78
14,79
14,80
14,81
14,82
14,83
14,84
14,85
14,102
14,105
14,106
15,37
15,38
15,39
15,43
15,47
15,49
15,50
15,52
15,53
15,54
15,55
15,56
15,57
15,62
15,63
15,64
15,65
15,66
15,67
15,68
15,69
15,70
15,71
15,72
15,73
15,74
15,75
15,76
15,77
15,78
15,79
15,80
15,81
15,82
15,83
15,84
15,102
15,103
15,127
15,144
15,145
15,146
15,147
15,148
16,38
16,39
16,40
16,41
16,43
16,46
16,47
16,48
16,49
16,51
16,52
16,57
16,67
16,68
16,69
16,70
16,71
16,72
16,73
16,74
16,75
16,76
16,77
16,78
16,79
16,80
16,81
16,82
16,83
16,84
16,85
16,123
16,124
16,125
16,140
16,141
16,142
16,143
16,144
16,145
16,146
16,147
16,148
16,149
16,160
16,161
16,162
17,39
17,40
17,41
17,42
17,43
17,44
17,48
17,49
17,50
17,51
17,52
17,53
17,54
17,55
17,56
17,67
17,68
17,69
17,70
17,71
17,72
17,73
17,74
17,75
17,76
17,77
17,78
17,79
17,80
17,81
17,82
17,83
17,84
17,86
17,122
17,123
17,136
17,137
17,138
17,139
17,140
17,141
17,142
17,143
17,144
17,145
17,146
17,147
17,148
17,149
17,160
17,161
17,162
17,163
17,165
17,166
18,35
18,36
18,37
18,38
18,39
18,40
18,45
18,49
18,50
18,53
18,55
18,56
18,57
18,58
18,68
18,69
18,70
18,71
18,72
18,73
18,74
18,75
18,76
18,77
18,78
18,79
18,80
18,81
18,82
18,83
18,84
18,85
18,121
18,122
18,123
18,129
18,133
18,134
18,135
18,136
18,137
18,138
18,139
18,140
18,141
18,142
18,143
18,144
18,145
18,146
18,147
18,148
18,149
18,150
18,154
18,155
18,162
19,35
19,36
19,37
19,38
19,39
19,40
19,41
19,42
19,43
19,44
19,45
19,47
19,48
19,49
19,50
19,51
19,52
19,53
19,55
19,56
19,57
19,58
19,59
19,69
19,70
19,71
19,72
19,73
19,74
19,75
19,76
19,77
19,78
19,79
19,80
19,81
19,82
19,83
19,84
19,120
19,121
19,128
19,129
19,131
19,132
19,133
19,134
19,135
19,136
19,137
19,138
19,139
19,140
19,141
19,142
19,143
19,144
19,145
19,146
19,147
19,148
19,149
19,150
19,151
19,152
19,153
19,154
